OBJECTID,GEOID10,CTBG10,CENSUS_TRACT,AreaSqMil,CDP_NAME,CITYNAME,COMMNAME,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Shrub_A,Perv_A,Imperv_A,Total_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Shrub_P,Perv_P,Imperv_P,layer
"5,887",60374339013,4339013,433901,0.0535,El Monte,El Monte,City of El Monte,"216,140.63","235,364.06","69,567.19",0,"378,225","211,865.63","381,360.94",0,"521,071.88","971,451.56","1,492,523.44",14.48155651,15.76953879,4.661044896,0,25.3413106,14.19512885,25.55142036,0,34.9121402,65.0878598,la_county_urban_2010_blockgroups
"5,888",60376700011,6700011,670001,0.1842,Lomita,Lomita,City of Lomita,"722,039.06","1,043,873.44","145,631.25",0,"1,357,551.56","616,190.63","1,250,015.63",0,"1,911,543.75","3,223,757.81","5,135,301.56",14.060305,20.32740288,2.835885064,0,26.43567366,11.99911276,24.34162064,0,37.22359294,62.77640706,la_county_urban_2010_blockgroups
"5,889",60376513024,6513024,651302,0.0932,Torrance,Torrance,City of Torrance,"614,812.50","667,715.63","9,028.13",0,"733,950","270,942.19","301,978.13",0,"1,291,556.25","1,306,870.31","2,598,426.56",23.66095347,25.69692115,0.34744584,0,28.2459397,10.42716355,11.62157628,0,49.70532047,50.29467953,la_county_urban_2010_blockgroups
"5,890",60374339012,4339012,433901,0.0725,El Monte,El Monte,City of El Monte,"238,893.75","430,270.31","95,118.75",0,"418,373.44","219,445.31","619,607.81",0,"764,282.81","1,257,426.56","2,021,709.38",11.81642391,21.28250073,4.704867632,0,20.69404449,10.85444403,30.64771921,0,37.80379227,62.19620773,la_county_urban_2010_blockgroups
"5,891",60374828001,4828001,482800,0.8682,Monterey Park,Monterey Park,City of Monterey Park,"2,335,218.75","10,610,704.69","846,660.94",0,"1,513,856.25","2,493,885.94","6,193,785.94","210,121.88","14,002,706.25","10,201,528.13","24,204,234.38",9.64797611,43.83821658,3.497986858,0,6.254509961,10.30351094,25.58967923,0.868120312,57.85229986,42.14770014,la_county_urban_2010_blockgroups
"5,892",60371343061,1343061,134306,0.2393,Los Angeles,Los Angeles,LA City - Canoga Park,"1,071,056.25","406,842.19","125,409.38",0,"2,170,842.19","699,145.31","2,197,378.13",0,"1,603,307.81","5,067,365.63","6,670,673.44",16.05619373,6.098967238,1.880010709,0,32.54307392,10.48088051,32.9408739,0,24.03517167,75.96482833,la_county_urban_2010_blockgroups
"5,893",60371831011,1831011,183101,0.1206,Los Angeles,Los Angeles,LA City - Highland Park,"608,315.63","503,114.06","148,528.13",0,"666,885.94","477,689.06","955,926.56",0,"1,259,957.81","2,100,501.56","3,360,459.38",18.10215679,14.97158592,4.419875631,0,19.84508256,14.21499293,28.44630617,0,37.49361834,62.50638166,la_county_urban_2010_blockgroups
"5,894",60372653011,2653011,265301,0.6161,Los Angeles,Los Angeles,LA City - Westwood,"5,114,067.19","1,705,879.69","384,229.69",0,"4,897,082.81","1,283,217.19","3,791,700",0,"7,204,176.56","9,972,000","17,176,176.56",29.7741885,9.931661341,2.236991953,0,28.51090168,7.470912882,22.07534364,0,41.9428418,58.0571582,la_county_urban_2010_blockgroups
"5,895",60372654101,2654101,265410,0.0628,Los Angeles,Los Angeles,LA City - Westwood,"480,248.44","317,756.25","3,304.69",0,"457,635.94","363,543.75","128,503.13",0,"801,309.38","949,682.81","1,750,992.19",27.4272176,18.14721118,0.188732281,0,26.13580693,20.76215717,7.338874834,0,45.76316106,54.23683894,la_county_urban_2010_blockgroups
"5,896",60372657003,2657003,265700,0.08,Los Angeles,Los Angeles,LA City - Westwood,"623,123.44","375,046.88","16,593.75",0,"650,306.25","299,348.44","265,500",0,"1,014,764.06","1,215,154.69","2,229,918.75",27.94377318,16.81885831,0.744141463,0,29.16277779,13.42418586,11.9062634,0,45.50677295,54.49322705,la_county_urban_2010_blockgroups
"5,897",60372657002,2657002,265700,0.3093,Los Angeles,Los Angeles,LA City - Westwood,"1,996,410.94","3,191,287.50","657,393.75",0,"1,276,635.94","745,284.38","756,520.31",0,"5,845,092.19","2,778,440.63","8,623,532.81",23.15073162,37.00672995,7.623253303,0,14.80409439,8.642448417,8.77274232,0,67.78071487,32.21928513,la_county_urban_2010_blockgroups
"5,898",60372655101,2655101,265510,0.1175,Los Angeles,Los Angeles,LA City - Westwood,"594,421.88","275,653.13","23,273.44",0,"1,192,092.19","535,682.81","653,793.75",0,"893,348.44","2,381,568.75","3,274,917.19",18.15074522,8.41710215,0.710657283,0,36.40068189,16.35714071,19.96367275,0,27.27850466,72.72149534,la_county_urban_2010_blockgroups
"5,899",60372671003,2671003,267100,0.1283,Los Angeles,Los Angeles,LA City - West LA,"896,301.56","409,275","45,773.44",0,"1,112,357.81","607,190.63","507,262.50",0,"1,351,350","2,226,810.94","3,578,160.94",25.0492244,11.43813839,1.279244794,0,31.08741703,16.96934922,14.17662617,0,37.76660758,62.23339242,la_county_urban_2010_blockgroups
"5,900",60372640003,2640003,264000,0.2244,Los Angeles,Los Angeles,LA City - West LA,"2,181,529.69","1,317,529.69","152,592.19",0,"1,501,945.31","652,401.56","450,435.94",140.625,"3,651,792.19","2,604,782.81","6,256,575",34.86779408,21.05832165,2.438909267,0,24.00587082,10.42745532,7.19940123,0.002247635,58.36727263,41.63272737,la_county_urban_2010_blockgroups
"5,901",60372640002,2640002,264000,0.2392,Los Angeles,Los Angeles,LA City - West LA,"2,010,164.06","1,377,210.94","232,748.44",0,"1,605,417.19","762,778.13","681,131.25",0,"3,620,123.44","3,049,326.56","6,669,450",30.13987754,20.64954288,3.489769584,0,24.07120808,11.43689697,10.21270495,0,54.27919,45.72081,la_county_urban_2010_blockgroups
"5,902",60372966004,2966004,296600,0.0866,Los Angeles,Los Angeles,LA City - San Pedro,"327,951.56","379,223.44","17,395.31",0,"659,306.25","427,429.69","601,453.13",0,"724,570.31","1,688,189.06","2,412,759.38",13.59238579,15.71741639,0.720971709,0,27.3258186,17.71538811,24.9280194,0,30.03077389,69.96922611,la_county_urban_2010_blockgroups
"5,903",60372653042,2653042,265304,0.0168,Los Angeles,Los Angeles,LA City - Westwood,"106,368.75","42,004.69",857.8125,0,"186,271.88","62,550","71,789.06",0,"149,231.25","320,610.94","469,842.19",22.63925055,8.940169405,0.182574601,0,39.64562569,13.31298075,15.279399,0,31.76199455,68.23800545,la_county_urban_2010_blockgroups
"5,904",60372317201,2317201,231720,0.0724,Los Angeles,Los Angeles,LA City - Vermont Square,"267,398.44","233,564.06","15,215.63",0,"640,364.06","329,175","531,759.38",0,"516,178.13","1,501,298.44","2,017,476.56",13.25410379,11.5770397,0.754190918,0,31.74084271,16.31617468,26.35764821,0,25.5853344,74.4146656,la_county_urban_2010_blockgroups
"5,905",60372315003,2315003,231500,0.1163,Los Angeles,Los Angeles,LA City - Vermont Square,"405,942.19","649,237.50","22,317.19",0,"971,606.25","453,529.69","743,625",0,"1,077,496.88","2,168,760.94","3,246,257.81",12.50492755,19.99956681,0.687474279,0,29.93003964,13.97084624,22.90714549,0,33.19196864,66.80803136,la_county_urban_2010_blockgroups
"5,906",60372316001,2316001,231600,0.0692,Los Angeles,Los Angeles,LA City - Vermont Square,"235,181.25","266,920.31","54,478.13",0,"536,357.81","289,251.56","545,934.38",0,"556,579.69","1,371,543.75","1,928,123.44",12.19741669,13.84352824,2.825447995,0,27.81760763,15.00171394,28.31428551,0,28.86639292,71.13360708,la_county_urban_2010_blockgroups
"5,907",60372315001,2315001,231500,0.1234,Los Angeles,Los Angeles,LA City - Vermont Square,"425,264.06","592,185.94","30,459.38",0,"1,057,471.88","495,056.25","839,615.63",0,"1,047,909.38","2,392,143.75","3,440,053.13",12.36213649,17.21444164,0.885433274,0,30.73998676,14.39094781,24.40705403,0,30.4620114,69.5379886,la_county_urban_2010_blockgroups
"5,908",60372316003,2316003,231600,0.0872,Los Angeles,Los Angeles,LA City - Vermont Square,"300,051.56","404,367.19","38,067.19",0,"703,054.69","401,821.88","584,282.81",0,"742,485.94","1,689,159.38","2,431,645.31",12.33944609,16.62936553,1.565490958,0,28.91271535,16.52469104,24.02829103,0,30.53430258,69.46569742,la_county_urban_2010_blockgroups
"5,909",60372340002,2340002,234000,0.0853,Los Angeles,Los Angeles,LA City - Crenshaw,"461,095.31","539,282.81","17,240.63",0,"701,240.63","258,229.69","402,032.81",0,"1,017,618.75","1,361,503.13","2,379,121.88",19.38090341,22.66730503,0.72466338,0,29.47476682,10.85399156,16.8983698,0,42.77287182,57.22712818,la_county_urban_2010_blockgroups
"5,910",60372316004,2316004,231600,0.0825,Los Angeles,Los Angeles,LA City - Vermont Square,"300,557.81","390,389.06","32,639.06",0,"700,017.19","383,554.69","492,946.88",0,"723,585.94","1,576,518.75","2,300,104.69",13.06713621,16.97266497,1.419025085,0,30.43414464,16.67553175,21.43149734,0,31.45882626,68.54117374,la_county_urban_2010_blockgroups
"5,911",60372089041,2089041,208904,0.0208,Los Angeles,Los Angeles,LA City - Westlake,"59,864.06","34,917.19",956.25,0,"221,273.44","57,375","205,903.13",0,"95,737.50","484,551.56","580,289.06",10.31624864,6.017205865,0.164788562,0,38.13158851,9.887313704,35.48285472,0,16.49824306,83.50175694,la_county_urban_2010_blockgroups
"5,912",60372091022,2091022,209102,0.0856,Los Angeles,Los Angeles,LA City - Westlake,"234,801.56","120,487.50","5,568.75",0,"882,351.56","397,223.44","745,045.31",0,"360,857.81","2,024,620.31","2,385,478.13",9.842956011,5.050874235,0.233443767,0,36.9884575,16.65173255,31.23253593,0,15.12727401,84.87272599,la_county_urban_2010_blockgroups
"5,913",60372089031,2089031,208903,0.0214,Los Angeles,Los Angeles,LA City - Westlake,"60,623.44","11,545.31","12,782.81",0,"278,282.81","66,628.13","167,301.56",0,"84,951.56","512,212.50","597,164.06",10.15188979,1.933356882,2.140586365,0,46.60073001,11.15742376,28.01601319,0,14.22583304,85.77416696,la_county_urban_2010_blockgroups
"5,914",60372089032,2089032,208903,0.0401,Los Angeles,Los Angeles,LA City - Westlake,"94,317.19","23,625","20,868.75",0,"389,081.25","201,360.94","388,082.81",0,"138,810.94","978,525","1,117,335.94",8.441256057,2.11440438,1.867723869,0,34.82222642,18.02152162,34.73286766,0,12.42338431,87.57661569,la_county_urban_2010_blockgroups
"5,915",60372094022,2094022,209402,0.027,Los Angeles,Los Angeles,LA City - Westlake,"10,757.81","6,384.38","13,232.81",0,"315,084.38","158,807.81","249,595.31",0,"30,375","723,487.50","753,862.50",1.427025817,0.846888524,1.755335025,0,41.7960006,21.06588569,33.10886435,0,4.029249366,95.97075063,la_county_urban_2010_blockgroups
"5,916",60372087201,2087201,208720,0.0346,Los Angeles,Los Angeles,LA City - Westlake,"130,275","58,893.75",0,0,"353,601.56","187,256.25","233,859.38",0,"189,168.75","774,717.19","963,885.94",13.51560334,6.110033118,0,0,36.68500066,19.42722087,24.26214201,0,19.62563646,80.37436354,la_county_urban_2010_blockgroups
"5,917",60372087202,2087202,208720,0.029,Los Angeles,Los Angeles,LA City - Westlake,"106,185.94","25,678.13",0,0,"264,164.06","152,760.94","260,423.44",0,"131,864.06","677,348.44","809,212.50",13.12213263,3.173223968,0,0,32.64458501,18.87772835,32.18233004,0,16.2953566,83.7046434,la_county_urban_2010_blockgroups
"5,918",60372093002,2093002,209300,0.0598,Los Angeles,Los Angeles,LA City - Westlake,"204,145.31","93,037.50","50,400",0,"510,342.19","453,023.44","355,964.06",0,"347,582.81","1,319,329.69","1,666,912.50",12.24691233,5.58142674,3.023554026,0,30.61601539,27.17739758,21.35469393,0,20.8518931,79.1481069,la_county_urban_2010_blockgroups
"5,919",60372087101,2087101,208710,0.0658,Los Angeles,Los Angeles,LA City - Westlake,"254,460.94","119,404.69","19,237.50",0,"787,710.94","295,101.56","358,185.94",0,"393,103.13","1,440,998.44","1,834,101.56",13.87387387,6.510254936,1.048878666,0,42.94805444,16.08970673,19.52923136,0,21.43300748,78.56699252,la_county_urban_2010_blockgroups
"5,920",60372086201,2086201,208620,0.0552,Los Angeles,Los Angeles,LA City - Westlake,"199,279.69","109,279.69","3,642.19",0,"458,662.50","288,646.88","480,600",0,"312,201.56","1,227,909.38","1,540,110.94",12.93930733,7.095572458,0.236488646,0,29.78113387,18.74195345,31.20554424,0,20.27136844,79.72863156,la_county_urban_2010_blockgroups
"5,921",60372086202,2086202,208620,0.0253,Los Angeles,Los Angeles,LA City - Westlake,"64,532.81","36,900","14,864.06",0,"321,187.50","119,995.31","147,698.44",0,"116,296.88","588,881.25","705,178.13",9.151278267,5.232720456,2.107845092,0,45.54700275,17.01631237,20.94484106,0,16.49184382,83.50815618,la_county_urban_2010_blockgroups
"5,922",60372086102,2086102,208610,0.0518,Los Angeles,Los Angeles,LA City - Westlake,"171,225","100,870.31","1,040.63",0,"574,509.38","236,587.50","361,279.69",0,"273,135.94","1,172,376.56","1,445,512.50",11.84527979,6.978169507,0.071990038,0,39.74433808,16.36703245,24.99319013,0,18.89543933,81.10456067,la_county_urban_2010_blockgroups
"5,923",60372086101,2086101,208610,0.0834,Los Angeles,Los Angeles,LA City - Westlake,"328,092.19","195,932.81","5,667.19",0,"810,604.69","318,459.38","665,367.19",0,"529,692.19","1,794,431.25","2,324,123.44",14.1168142,8.430396137,0.243841932,0,34.87786726,13.70234342,28.62873704,0,22.79105227,77.20894773,la_county_urban_2010_blockgroups
"5,924",60372089022,2089022,208902,0.0368,Los Angeles,Los Angeles,LA City - Westlake,"90,914.06","17,901.56","1,982.81",0,"263,418.75","166,106.25","485,873.44",0,"110,798.44","915,398.44","1,026,196.88",8.859319758,1.74445693,0.193219503,0,25.6694165,16.186587,47.3470003,0,10.79699619,89.20300381,la_county_urban_2010_blockgroups
"5,925",60372063002,2063002,206300,0.0179,Los Angeles,Los Angeles,LA City - Downtown,"28,026.56","27,281.25",0,0,"274,739.06","81,632.81","87,989.06",0,"55,307.81","444,360.94","499,668.75",5.609028481,5.459867162,0,0,54.98423956,16.33738602,17.60947878,0,11.06889564,88.93110436,la_county_urban_2010_blockgroups
"5,926",60371881003,1881003,188100,0.1011,Los Angeles,Los Angeles,LA City - Atwater Village,"598,978.13","384,173.44","72,267.19",0,"846,534.38","281,067.19","633,529.69",0,"1,055,418.75","1,761,131.25","2,816,550",21.26637642,13.6398586,2.56580524,0,30.05571976,9.979130053,22.49310992,0,37.47204026,62.52795974,la_county_urban_2010_blockgroups
"5,927",60372074001,2074001,207400,0.3357,Los Angeles,Los Angeles,LA City - Downtown,"1,326,979.69","1,072,293.75","154,378.13",0,"2,912,189.06","1,831,415.63","2,061,182.81",0,"2,553,651.56","6,804,787.50","9,358,439.06",14.17949808,11.45804063,1.649614043,0,31.11832051,19.56966982,22.02485691,0,27.28715276,72.71284724,la_county_urban_2010_blockgroups
"5,928",60374033191,4033191,403319,0.559,Diamond Bar,Diamond Bar,City of Diamond Bar,"3,586,429.69","4,405,598.44","929,081.25","139,246.88","1,870,214.06","2,396,095.31","2,256,946.88",0,"9,060,356.25","6,523,256.25","15,583,612.50",23.01410977,28.27071347,5.961911912,0.893546827,12.00115867,15.37573725,14.4828221,0,58.14028198,41.85971802,la_county_urban_2010_blockgroups
"5,929",60374033181,4033181,403318,0.2273,Pomona,Pomona,City of Pomona,"1,711,701.56","926,493.75","1,355,920.31",0,"888,637.50","767,067.19","661,176.56","24,665.63","4,018,781.25","2,316,881.25","6,335,662.50",27.01693094,14.62347071,21.40139745,0,14.02596019,12.10713461,10.43579203,0.389314061,63.43111316,36.56888684,la_county_urban_2010_blockgroups
"5,930",60374048011,4048011,404801,0.088,Baldwin Park,Baldwin Park,City of Baldwin Park,"341,339.06","328,373.44","80,423.44",0,"632,573.44","454,373.44","617,076.56",0,"750,135.94","1,704,023.44","2,454,159.38",13.90859396,13.38028169,3.277025866,0,25.7755647,18.51442258,25.14411121,0,30.56590151,69.43409849,la_county_urban_2010_blockgroups
"5,931",60374086231,4086231,408623,0.3682,Hacienda Heights,Unincorporated,LA County - Hacienda Heights,"1,397,165.63","1,678,303.13","543,600",0,"2,286,815.63","2,481,018.75","1,878,145.31",0,"3,619,068.75","6,645,979.69","10,265,048.44",13.61090143,16.34968539,5.295639892,0,22.27768957,24.16957665,18.29650706,0,35.25622672,64.74377328,la_county_urban_2010_blockgroups
"5,932",60374085031,4085031,408503,0.2704,Hacienda Heights,Unincorporated,LA County - Hacienda Heights,"1,731,642.19","1,583,564.06","39,431.25",379.6875,"1,594,546.88","930,023.44","1,657,800",0,"3,355,017.19","4,182,370.31","7,537,387.50",22.97403693,21.00945537,0.523142136,0.005037389,21.1551665,12.33880356,21.99435812,0,44.51167182,55.48832818,la_county_urban_2010_blockgroups
"5,933",60374084022,4084022,408402,0.677,Hacienda Heights,Unincorporated,LA County - Hacienda Heights,"9,744,595.31","3,094,987.50","625,359.38",0,"1,691,676.56","1,275,426.56","2,293,481.25","149,385.94","13,614,328.13","5,260,584.38","18,874,912.50",51.62723436,16.39736078,3.313177611,0,8.962566383,6.757258146,12.15095037,0.791452344,72.1292251,27.8707749,la_county_urban_2010_blockgroups
"5,934",60374047014,4047014,404701,0.0655,Baldwin Park,Baldwin Park,City of Baldwin Park,"246,712.50","283,303.13","137,151.56",0,"414,604.69","391,556.25","352,434.38",0,"667,167.19","1,158,595.31","1,825,762.50",13.51284737,15.51697578,7.512015528,0,22.70857724,21.4461766,19.30340748,0,36.54183868,63.45816132,la_county_urban_2010_blockgroups
"5,935",60374047022,4047022,404702,0.1595,Baldwin Park,Baldwin Park,City of Baldwin Park,"392,217.19","596,559.38","219,951.56",0,"942,117.19","1,184,568.75","1,112,104.69",0,"1,208,728.13","3,238,790.63","4,447,518.75",8.818786599,13.4133077,4.945489269,0,21.18298405,26.63437338,25.005059,0,27.17758357,72.82241643,la_county_urban_2010_blockgroups
"5,936",60374033243,4033243,403324,0.8228,Diamond Bar,Diamond Bar,City of Diamond Bar,"6,311,995.31","2,100,529.69","7,187,934.38",0,"2,693,615.63","1,809,759.38","2,414,700","418,204.69","16,018,664.06","6,918,075","22,936,739.06",27.51914863,9.157926424,31.33808322,0,11.74367297,7.890220881,10.5276517,1.823296182,69.83845445,30.16154555,la_county_urban_2010_blockgroups
"5,937",60372737002,2737002,273700,0.0731,Los Angeles,Los Angeles,LA City - Venice,"559,842.19","334,729.69","9,618.75",0,"538,692.19","377,550","218,165.63",0,"904,190.63","1,134,407.81","2,038,598.44",27.46211207,16.41959894,0.47183152,0,26.42463457,18.52007698,10.70174591,0,44.35354253,55.64645747,la_county_urban_2010_blockgroups
"5,938",60372733002,2733002,273300,0.0386,Los Angeles,Los Angeles,LA City - Venice,"240,145.31","160,031.25",0,0,"332,957.81","170,465.63","173,812.50",0,"400,176.56","677,235.94","1,077,412.50",22.289078,14.85329435,0,0,30.90346664,15.82176047,16.13240054,0,37.14237235,62.85762765,la_county_urban_2010_blockgroups
"5,939",60372733003,2733003,273300,0.0702,Los Angeles,Los Angeles,LA City - Venice,"435,473.44","258,581.25","15,229.69",0,"601,889.06","355,457.81","289,335.94",0,"709,284.38","1,246,682.81","1,955,967.19",22.26384166,13.22012208,0.778626942,0,30.77194067,18.17299466,14.79247399,0,36.26259068,63.73740932,la_county_urban_2010_blockgroups
"5,940",60372736001,2736001,273600,0.0512,Los Angeles,Los Angeles,LA City - Venice,"354,656.25","232,846.88",435.9375,0,"367,860.94","310,682.81","161,535.94",0,"587,939.06","840,079.69","1,428,018.75",24.83554575,16.30558947,0.030527435,0,25.76023161,21.75621381,11.31189191,0,41.17166266,58.82833734,la_county_urban_2010_blockgroups
"5,941",60372738002,2738002,273800,0.0661,Los Angeles,Los Angeles,LA City - Venice,"531,590.63","327,993.75","30,515.63",0,"535,401.56","231,946.88","184,570.31",0,"890,100","951,918.75","1,842,018.75",28.85913213,17.80621126,1.656640303,0,29.06602131,12.59199316,10.02000183,0,48.32198369,51.67801631,la_county_urban_2010_blockgroups
"5,942",60372737003,2737003,273700,0.1048,Los Angeles,Los Angeles,LA City - Venice,"722,376.56","532,631.25","12,079.69",0,"819,801.56","441,014.06","392,723.44",0,"1,267,087.50","1,653,539.06","2,920,626.56",24.73361613,18.23688303,0.41359918,0,28.06937296,15.09998122,13.44654748,0,43.38409834,56.61590166,la_county_urban_2010_blockgroups
"5,943",60372431003,2431003,243100,0.0572,Los Angeles,Los Angeles,LA City - Watts,"166,823.44","274,303.13","60,004.69",0,"367,340.63","255,979.69","469,096.88",0,"501,131.25","1,092,417.19","1,593,548.44",10.46867692,17.21335345,3.765476222,0,23.0517389,16.06350215,29.43725236,0,31.4475066,68.5524934,la_county_urban_2010_blockgroups
"5,944",60372611022,2611022,261102,2.1322,Los Angeles,Los Angeles,LA City - Beverly Crest,"31,920,398.44","4,883,610.94","8,130,867.19",0,"5,259,501.56","2,202,679.69","3,894,187.50","3,149,620.31","48,084,496.88","11,356,368.75","59,440,865.63",53.70109958,8.215914903,13.67891787,0,8.848292344,3.705665562,6.551364047,5.298745702,80.89467805,19.10532195,la_county_urban_2010_blockgroups
"5,946",60372611011,2611011,261101,0.8035,Los Angeles,Los Angeles,LA City - Beverly Crest,"12,059,142.19","2,048,245.31","2,516,568.75",0,"2,668,753.13","1,099,800","1,452,389.06","555,075","17,179,031.25","5,220,942.19","22,399,973.44",53.83552003,9.143963131,11.23469524,0,11.91409058,4.909827251,6.483887432,2.478016331,76.69219474,23.30780526,la_county_urban_2010_blockgroups
"5,947",60372913001,2913001,291300,0.1547,Los Angeles,Los Angeles,LA City - Harbor Gateway,"573,328.13","832,570.31","81,112.50",0,"926,507.81","929,010.94","969,314.06",0,"1,487,010.94","2,824,832.81","4,311,843.75",13.29658861,19.30891657,1.881155828,0,21.48750897,21.54556128,22.48026874,0,34.48666101,65.51333899,la_county_urban_2010_blockgroups
"5,948",60372431001,2431001,243100,0.1069,Los Angeles,Los Angeles,LA City - Watts,"448,931.25","403,101.56","17,451.56",0,"847,195.31","427,120.31","835,860.94",0,"869,484.38","2,110,176.56","2,979,660.94",15.06652131,13.52843733,0.585689542,0,28.43260795,14.33452737,28.05221651,0,29.18064818,70.81935182,la_county_urban_2010_blockgroups
"5,949",60372431002,2431002,243100,0.0703,Los Angeles,Los Angeles,LA City - Watts,"274,246.88","452,095.31","15,525",0,"427,275","272,053.13","519,581.25",0,"741,867.19","1,218,909.38","1,960,776.56",13.98664592,23.05695208,0.79177813,0,21.79111114,13.87476422,26.4987485,0,37.83537613,62.16462387,la_county_urban_2010_blockgroups
"5,950",60372430003,2430003,243000,0.0791,Los Angeles,Los Angeles,LA City - Watts,"351,942.19","195,018.75",84.375,0,"572,048.44","282,304.69","804,234.38",0,"547,045.31","1,658,587.50","2,205,632.81",15.95651758,8.841850234,0.003825433,0,25.93579649,12.79926042,36.46274985,0,24.80219325,75.19780675,la_county_urban_2010_blockgroups
"5,951",60372430001,2430001,243000,0.0747,Los Angeles,Los Angeles,LA City - Watts,"326,151.56","426,262.50","28,659.38",0,"554,498.44","280,223.44","466,762.50",0,"781,073.44","1,301,484.38","2,082,557.81",15.66110485,20.46821929,1.376162276,0,26.62583647,13.4557339,22.41294322,0,37.50548642,62.49451358,la_county_urban_2010_blockgroups
"5,952",60372427002,2427002,242700,0.0523,Los Angeles,Los Angeles,LA City - Watts,"154,912.50","252,492.19","29,981.25",0,"342,787.50","283,500","392,610.94",0,"437,385.94","1,018,898.44","1,456,284.38",10.63751714,17.33811004,2.058749686,0,23.53850016,19.46735163,26.95977134,0,30.03437687,69.96562313,la_county_urban_2010_blockgroups
"5,953",60372427004,2427004,242700,0.0868,Los Angeles,Los Angeles,LA City - Watts,"282,150","435,248.44","37,504.69",0,"563,118.75","322,171.88","780,623.44",0,"754,903.13","1,665,914.06","2,420,817.19",11.65515519,17.97940133,1.549257321,0,23.26151487,13.30839341,32.24627789,0,31.18381383,68.81618617,la_county_urban_2010_blockgroups
"5,954",60372427005,2427005,242700,0.1123,Los Angeles,Los Angeles,LA City - Watts,"410,793.75","471,768.75","120,571.88",0,"513,168.75","563,667.19","1,049,892.19",0,"1,003,134.38","2,126,728.13","3,129,862.50",13.12497754,15.07314618,3.852305812,0,16.395888,18.00932749,33.54435498,0,32.05042953,67.94957047,la_county_urban_2010_blockgroups
"5,955",60372426001,2426001,242600,0.0686,Los Angeles,Los Angeles,LA City - Watts,"203,920.31","423,801.56","81,309.38",0,"417,304.69","258,356.25","526,950",0,"709,031.25","1,202,610.94","1,911,642.19",10.66728459,22.1695025,4.253378354,0,21.82964418,13.51488535,27.56530503,0,37.09016544,62.90983456,la_county_urban_2010_blockgroups
"5,956",60372426003,2426003,242600,0.0455,Los Angeles,Los Angeles,LA City - Watts,"121,907.81","328,148.44","5,723.44",0,"294,609.38","193,992.19","324,900",0,"455,779.69","813,501.56","1,269,281.25",9.604475958,25.85309107,0.450919566,0,23.21072457,15.28362508,25.59716375,0,35.90848659,64.09151341,la_county_urban_2010_blockgroups
"5,957",60372430002,2430002,243000,0.055,Los Angeles,Los Angeles,LA City - Watts,"264,670.31","176,329.69","3,417.19",0,"421,734.38","198,154.69","468,956.25",0,"444,417.19","1,088,845.31","1,533,262.50",17.26190476,11.50029349,0.22287035,0,27.5056864,12.92372881,30.58551618,0,28.9850686,71.0149314,la_county_urban_2010_blockgroups
"5,958",60372427001,2427001,242700,0.0725,Los Angeles,Los Angeles,LA City - Watts,"279,295.31","394,073.44","52,917.19",0,"471,642.19","335,503.13","489,909.38",0,"726,285.94","1,297,054.69","2,023,340.63",13.80367245,19.47637648,2.615337568,0,23.31007353,16.58164329,24.21289668,0,35.8953865,64.1046135,la_county_urban_2010_blockgroups
"5,959",60376512012,6512012,651201,0.1878,Torrance,Torrance,City of Torrance,"1,692,646.88","1,373,034.38","54,857.81",0,"1,168,425","467,929.69","477,309.38",0,"3,120,539.06","2,113,664.06","5,234,203.13",32.33819618,26.23196583,1.048064265,0,22.32288224,8.939845786,9.1190457,0,59.61822627,40.38177373,la_county_urban_2010_blockgroups
"5,960",60375349004,5349004,534900,0.118,Florence-Graham,Unincorporated,LA County - Florence/Firestone,"683,943.75","549,829.69","129,262.50",0,"603,632.81","456,876.56","865,926.56",0,"1,363,035.94","1,926,435.94","3,289,471.88",20.79190144,16.71483169,3.929582161,0,18.35044759,13.88905514,26.32418198,0,41.43631529,58.56368471,la_county_urban_2010_blockgroups
"5,961",60375342011,5342011,534201,0.0962,Bell Gardens,Bell Gardens,City of Bell Gardens,"290,460.94","302,090.63","95,737.50",0,"696,937.50","418,471.88","878,878.13",0,"688,289.06","1,994,287.50","2,682,576.56",10.8276849,11.26121167,3.568863657,0,25.98015318,15.59962466,32.76246193,0,25.65776023,74.34223977,la_county_urban_2010_blockgroups
"5,962",60371232061,1232061,123206,0.2327,Los Angeles,Los Angeles,LA City - North Hollywood,"627,707.81","468,464.06","83,418.75",0,"2,064,318.75","810,871.88","2,433,825",0,"1,179,590.63","5,309,015.63","6,488,606.25",9.674000676,7.21979489,1.285618926,0,31.81451718,12.49685747,37.50921086,0,18.17941449,81.82058551,la_county_urban_2010_blockgroups
"5,963",60375334012,5334012,533401,0.0355,Maywood,Maywood,City of Maywood,"149,864.06","113,625","2,081.25",0,"288,042.19","134,437.50","301,964.06",0,"265,570.31","724,443.75","990,014.06",15.13756907,11.4771097,0.210224287,0,29.09475718,13.57935257,30.5009872,0,26.82490306,73.17509694,la_county_urban_2010_blockgroups
"5,964",60374812013,4812013,481201,0.1256,Temple City,Temple City,City of Temple City,"244,968.75","324,660.94","20,629.69",0,"1,017,885.94","464,385.94","1,430,929.69",0,"590,259.38","2,913,201.56","3,503,460.94",6.992192988,9.266863347,0.588837377,0,29.05372589,13.25506252,40.84331788,0,16.84789371,83.15210629,la_county_urban_2010_blockgroups
