STATEFP,COUNTYFP,TRACTCE,GEOID,CENSUS_TRACT,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID2,GEOid2_1,PovRate,Id2,MedIncome,FID_1,STATEFP_1,COUNTYFP_1,TRACTCE_1,GEOID_1,NAME_1,NAMELSAD_1,MTFCC_1,FUNCSTAT_1,ALAND_1,AWATER_1,INTPTLAT_1,INTPTLON_1,GEOID2_12,GEOid2__13,PovRate_1,Id2_1,MedIncom_1
6,37,406702,6037406702,406702,Census Tract 4067.02,G5020,S,"2,783,391","39,521",34.0659535,-117.9382452,"6,037,406,702","6,037,406,702",12.9,"6,037,406,702",72983,920,6,37,406702,6037406702,4067.02,Census Tract 4067.02,G5020,S,"2,783,391","39,521",34.0659535,-117.9382452,"6,037,406,700","6,037,406,700",12.9,"6,037,406,700","72,983"
6,37,553504,6037553504,553504,Census Tract 5535.04,G5020,S,"638,683",0,33.9067419,-118.1554579,"6,037,553,504","6,037,553,504",25.4,"6,037,553,504",45845,921,6,37,553504,6037553504,5535.04,Census Tract 5535.04,G5020,S,"638,683",0,33.9067419,-118.1554579,"6,037,553,500","6,037,553,500",25.4,"6,037,553,500","45,845"
6,37,302505,6037302505,302505,Census Tract 3025.05,G5020,S,"536,495",0,34.1273036,-118.253081,"6,037,302,505","6,037,302,505",25.8,"6,037,302,505",35243,922,6,37,302505,6037302505,3025.05,Census Tract 3025.05,G5020,S,"536,495",0,34.1273036,-118.253081,"6,037,302,510","6,037,302,510",25.8,"6,037,302,510","35,243"
6,37,554104,6037554104,554104,Census Tract 5541.04,G5020,S,"364,478",0,33.8931415,-118.1195565,"6,037,554,104","6,037,554,104",23,"6,037,554,104",61786,923,6,37,554104,6037554104,5541.04,Census Tract 5541.04,G5020,S,"364,478",0,33.8931415,-118.1195565,"6,037,554,100","6,037,554,100",23,"6,037,554,100","61,786"
6,37,302506,6037302506,302506,Census Tract 3025.06,G5020,S,"905,396",853,34.1277465,-118.2463128,"6,037,302,506","6,037,302,506",15.9,"6,037,302,506",59254,924,6,37,302506,6037302506,3025.06,Census Tract 3025.06,G5020,S,"905,396",853,34.1277465,-118.2463128,"6,037,302,510","6,037,302,510",15.9,"6,037,302,510","59,254"
6,37,554105,6037554105,554105,Census Tract 5541.05,G5020,S,"337,186",0,33.8860491,-118.1198534,"6,037,554,105","6,037,554,105",28.9,"6,037,554,105",38106,925,6,37,554105,6037554105,5541.05,Census Tract 5541.05,G5020,S,"337,186",0,33.8860491,-118.1198534,"6,037,554,110","6,037,554,110",28.9,"6,037,554,110","38,106"
6,37,400403,6037400403,400403,Census Tract 4004.03,G5020,S,"12,903,636","6,525",34.1467498,-117.8007925,"6,037,400,403","6,037,400,403",6.7,"6,037,400,403",97174,926,6,37,400403,6037400403,4004.03,Census Tract 4004.03,G5020,S,"12,903,636","6,525",34.1467498,-117.8007925,"6,037,400,400","6,037,400,400",6.7,"6,037,400,400","97,174"
6,37,554203,6037554203,554203,Census Tract 5542.03,G5020,S,"684,290",0,33.8802194,-118.1247134,"6,037,554,203","6,037,554,203",11.8,"6,037,554,203",48819,927,6,37,554203,6037554203,5542.03,Census Tract 5542.03,G5020,S,"684,290",0,33.8802194,-118.1247134,"6,037,554,200","6,037,554,200",11.8,"6,037,554,200","48,819"
6,37,408003,6037408003,408003,Census Tract 4080.03,G5020,S,"1,363,453","1,729",34.0455304,-117.9154705,"6,037,408,003","6,037,408,003",10,"6,037,408,003",81579,928,6,37,408003,6037408003,4080.03,Census Tract 4080.03,G5020,S,"1,363,453","1,729",34.0455304,-117.9154705,"6,037,408,000","6,037,408,000",10,"6,037,408,000","81,579"
6,37,554204,6037554204,554204,Census Tract 5542.04,G5020,S,"659,355",0,33.8847475,-118.128584,"6,037,554,204","6,037,554,204",15.3,"6,037,554,204",35423,929,6,37,554204,6037554204,5542.04,Census Tract 5542.04,G5020,S,"659,355",0,33.8847475,-118.128584,"6,037,554,200","6,037,554,200",15.3,"6,037,554,200","35,423"
6,37,576001,6037576001,576001,Census Tract 5760.01,G5020,S,"1,769,545","1,325,186",33.7631159,-118.1938633,"6,037,576,001","6,037,576,001",8,"6,037,576,001",78006,930,6,37,576001,6037576001,5760.01,Census Tract 5760.01,G5020,S,"1,769,545","1,325,186",33.7631159,-118.1938633,"6,037,576,000","6,037,576,000",8,"6,037,576,000","78,006"
6,37,554301,6037554301,554301,Census Tract 5543.01,G5020,S,"675,594",0,33.8822626,-118.1456094,"6,037,554,301","6,037,554,301",12.6,"6,037,554,301",59487,931,6,37,554301,6037554301,5543.01,Census Tract 5543.01,G5020,S,"675,594",0,33.8822626,-118.1456094,"6,037,554,300","6,037,554,300",12.6,"6,037,554,300","59,487"
6,37,554302,6037554302,554302,Census Tract 5543.02,G5020,S,"715,180",0,33.8729891,-118.146903,"6,037,554,302","6,037,554,302",18.2,"6,037,554,302",50583,932,6,37,554302,6037554302,5543.02,Census Tract 5543.02,G5020,S,"715,180",0,33.8729891,-118.146903,"6,037,554,300","6,037,554,300",18.2,"6,037,554,300","50,583"
6,37,186403,6037186403,186403,Census Tract 1864.03,G5020,S,"545,640",0,34.1117882,-118.2395216,"6,037,186,403","6,037,186,403",17.2,"6,037,186,403",53958,933,6,37,186403,6037186403,1864.03,Census Tract 1864.03,G5020,S,"545,640",0,34.1117882,-118.2395216,"6,037,186,400","6,037,186,400",17.2,"6,037,186,400","53,958"
6,37,480901,6037480901,480901,Census Tract 4809.01,G5020,S,"951,406",0,34.0869807,-118.140161,"6,037,480,901","6,037,480,901",20,"6,037,480,901",63082,934,6,37,480901,6037480901,4809.01,Census Tract 4809.01,G5020,S,"951,406",0,34.0869807,-118.140161,"6,037,480,900","6,037,480,900",20,"6,037,480,900","63,082"
6,37,186404,6037186404,186404,Census Tract 1864.04,G5020,S,"401,149",0,34.1067595,-118.2354293,"6,037,186,404","6,037,186,404",22.6,"6,037,186,404",56094,936,6,37,186404,6037186404,1864.04,Census Tract 1864.04,G5020,S,"401,149",0,34.1067595,-118.2354293,"6,037,186,400","6,037,186,400",22.6,"6,037,186,400","56,094"
6,37,401704,6037401704,401704,Census Tract 4017.04,G5020,S,"1,811,578",0,34.1001078,-117.741743,"6,037,401,704","6,037,401,704",20.1,"6,037,401,704",51406,937,6,37,401704,6037401704,4017.04,Census Tract 4017.04,G5020,S,"1,811,578",0,34.1001078,-117.741743,"6,037,401,700","6,037,401,700",20.1,"6,037,401,700","51,406"
6,37,187101,6037187101,187101,Census Tract 1871.01,G5020,S,"760,497","27,646",34.1160806,-118.2602407,"6,037,187,101","6,037,187,101",13.2,"6,037,187,101",78375,938,6,37,187101,6037187101,1871.01,Census Tract 1871.01,G5020,S,"760,497","27,646",34.1160806,-118.2602407,"6,037,187,100","6,037,187,100",13.2,"6,037,187,100","78,375"
6,37,189800,6037189800,189800,Census Tract 1898,G5020,S,"729,738",0,34.0982924,-118.3590366,"6,037,189,800","6,037,189,800",15.8,"6,037,189,800",62951,939,6,37,189800,6037189800,1898,Census Tract 1898,G5020,S,"729,738",0,34.0982924,-118.3590366,"6,037,189,800","6,037,189,800",15.8,"6,037,189,800","62,951"
6,37,188201,6037188201,188201,Census Tract 1882.01,G5020,S,"753,140","23,077",34.1124175,-118.2723964,"6,037,188,201","6,037,188,201",8.1,"6,037,188,201",69950,940,6,37,188201,6037188201,1882.01,Census Tract 1882.01,G5020,S,"753,140","23,077",34.1124175,-118.2723964,"6,037,188,200","6,037,188,200",8.1,"6,037,188,200","69,950"
6,37,191204,6037191204,191204,Census Tract 1912.04,G5020,S,"201,087",0,34.0930661,-118.2982811,"6,037,191,204","6,037,191,204",19.4,"6,037,191,204",36429,941,6,37,191204,6037191204,1912.04,Census Tract 1912.04,G5020,S,"201,087",0,34.0930661,-118.2982811,"6,037,191,200","6,037,191,200",19.4,"6,037,191,200","36,429"
6,37,189101,6037189101,189101,Census Tract 1891.01,G5020,S,"395,232",0,34.1047367,-118.288505,"6,037,189,101","6,037,189,101",13.9,"6,037,189,101",60133,942,6,37,189101,6037189101,1891.01,Census Tract 1891.01,G5020,S,"395,232",0,34.1047367,-118.288505,"6,037,189,100","6,037,189,100",13.9,"6,037,189,100","60,133"
6,37,143901,6037143901,143901,Census Tract 1439.01,G5020,S,"5,281,923","11,638",34.1321312,-118.4000525,"6,037,143,901","6,037,143,901",3.7,"6,037,143,901",170441,943,6,37,143901,6037143901,1439.01,Census Tract 1439.01,G5020,S,"5,281,923","11,638",34.1321312,-118.4000525,"6,037,143,900","6,037,143,900",3.7,"6,037,143,900","170,441"
6,37,189102,6037189102,189102,Census Tract 1891.02,G5020,S,"624,378",0,34.1126007,-118.2884331,"6,037,189,102","6,037,189,102",10.2,"6,037,189,102",82107,944,6,37,189102,6037189102,1891.02,Census Tract 1891.02,G5020,S,"624,378",0,34.1126007,-118.2884331,"6,037,189,100","6,037,189,100",10.2,"6,037,189,100","82,107"
6,37,139802,6037139802,139802,Census Tract 1398.02,G5020,S,"6,077,237",0,34.142864,-118.5563556,"6,037,139,802","6,037,139,802",3.8,"6,037,139,802",144531,945,6,37,139802,6037139802,1398.02,Census Tract 1398.02,G5020,S,"6,077,237",0,34.142864,-118.5563556,"6,037,139,800","6,037,139,800",3.8,"6,037,139,800","144,531"
6,37,189202,6037189202,189202,Census Tract 1892.02,G5020,S,"1,032,930",0,34.1113224,-118.2957566,"6,037,189,202","6,037,189,202",9.1,"6,037,189,202",107688,946,6,37,189202,6037189202,1892.02,Census Tract 1892.02,G5020,S,"1,032,930",0,34.1113224,-118.2957566,"6,037,189,200","6,037,189,200",9.1,"6,037,189,200","107,688"
6,37,125320,6037125320,125320,Census Tract 1253.20,G5020,S,"632,474",0,34.1666765,-118.3701944,"6,037,125,320","6,037,125,320",29.7,"6,037,125,320",33300,947,6,37,125320,6037125320,1253.2,Census Tract 1253.20,G5020,S,"632,474",0,34.1666765,-118.3701944,"6,037,125,320","6,037,125,320",29.7,"6,037,125,320","33,300"
6,37,190802,6037190802,190802,Census Tract 1908.02,G5020,S,"486,762",0,34.0943604,-118.3299158,"6,037,190,802","6,037,190,802",25.6,"6,037,190,802",35556,948,6,37,190802,6037190802,1908.02,Census Tract 1908.02,G5020,S,"486,762",0,34.0943604,-118.3299158,"6,037,190,800","6,037,190,800",25.6,"6,037,190,800","35,556"
6,37,460700,6037460700,460700,Census Tract 4607,G5020,S,"7,437,595","8,463",34.1929284,-118.1988009,"6,037,460,700","6,037,460,700",2.9,"6,037,460,700",179750,949,6,37,460700,6037460700,4607,Census Tract 4607,G5020,S,"7,437,595","8,463",34.1929284,-118.1988009,"6,037,460,700","6,037,460,700",2.9,"6,037,460,700","179,750"
6,37,191301,6037191301,191301,Census Tract 1913.01,G5020,S,"273,535",0,34.0923345,-118.2865853,"6,037,191,301","6,037,191,301",22.1,"6,037,191,301",47674,950,6,37,191301,6037191301,1913.01,Census Tract 1913.01,G5020,S,"273,535",0,34.0923345,-118.2865853,"6,037,191,300","6,037,191,300",22.1,"6,037,191,300","47,674"
6,37,123010,6037123010,123010,Census Tract 1230.10,G5020,S,"1,015,849",0,34.2027436,-118.3745717,"6,037,123,010","6,037,123,010",34.8,"6,037,123,010",37454,951,6,37,123010,6037123010,1230.1,Census Tract 1230.10,G5020,S,"1,015,849",0,34.2027436,-118.3745717,"6,037,123,010","6,037,123,010",34.8,"6,037,123,010","37,454"
6,37,191302,6037191302,191302,Census Tract 1913.02,G5020,S,"422,484",0,34.0962277,-118.2884036,"6,037,191,302","6,037,191,302",31.3,"6,037,191,302",39375,952,6,37,191302,6037191302,1913.02,Census Tract 1913.02,G5020,S,"422,484",0,34.0962277,-118.2884036,"6,037,191,300","6,037,191,300",31.3,"6,037,191,300","39,375"
6,37,134720,6037134720,134720,Census Tract 1347.20,G5020,S,"989,535",0,34.2046449,-118.5688121,"6,037,134,720","6,037,134,720",13,"6,037,134,720",61372,953,6,37,134720,6037134720,1347.2,Census Tract 1347.20,G5020,S,"989,535",0,34.2046449,-118.5688121,"6,037,134,720","6,037,134,720",13,"6,037,134,720","61,372"
6,37,191901,6037191901,191901,Census Tract 1919.01,G5020,S,"773,162",0,34.0906829,-118.3383611,"6,037,191,901","6,037,191,901",15.3,"6,037,191,901",54028,954,6,37,191901,6037191901,1919.01,Census Tract 1919.01,G5020,S,"773,162",0,34.0906829,-118.3383611,"6,037,191,900","6,037,191,900",15.3,"6,037,191,900","54,028"
6,37,131800,6037131800,131800,Census Tract 1318,G5020,S,"1,315,590",0,34.2047091,-118.527308,"6,037,131,800","6,037,131,800",16.3,"6,037,131,800",63108,955,6,37,131800,6037131800,1318,Census Tract 1318,G5020,S,"1,315,590",0,34.2047091,-118.527308,"6,037,131,800","6,037,131,800",16.3,"6,037,131,800","63,108"
6,37,124902,6037124902,124902,Census Tract 1249.02,G5020,S,"338,584",0,34.1702439,-118.4008746,"6,037,124,902","6,037,124,902",18,"6,037,124,902",37949,956,6,37,124902,6037124902,1249.02,Census Tract 1249.02,G5020,S,"338,584",0,34.1702439,-118.4008746,"6,037,124,900","6,037,124,900",18,"6,037,124,900","37,949"
6,37,920034,6037920034,920034,Census Tract 9200.34,G5020,S,"9,013,714",0,34.4388053,-118.4511824,"6,037,920,034","6,037,920,034",10.9,"6,037,920,034",76875,957,6,37,920034,6037920034,9200.34,Census Tract 9200.34,G5020,S,"9,013,714",0,34.4388053,-118.4511824,"6,037,920,030","6,037,920,030",10.9,"6,037,920,030","76,875"
6,37,481605,6037481605,481605,Census Tract 4816.05,G5020,S,"764,937",0,34.0719026,-118.1255941,"6,037,481,605","6,037,481,605",12.2,"6,037,481,605",51571,958,6,37,481605,6037481605,4816.05,Census Tract 4816.05,G5020,S,"764,937",0,34.0719026,-118.1255941,"6,037,481,610","6,037,481,610",12.2,"6,037,481,610","51,571"
6,37,920107,6037920107,920107,Census Tract 9201.07,G5020,S,"11,399,076","13,278",34.4525395,-118.577517,"6,037,920,107","6,037,920,107",3.8,"6,037,920,107",147321,959,6,37,920107,6037920107,9201.07,Census Tract 9201.07,G5020,S,"11,399,076","13,278",34.4525395,-118.577517,"6,037,920,110","6,037,920,110",3.8,"6,037,920,110","147,321"
6,37,481606,6037481606,481606,Census Tract 4816.06,G5020,S,"862,069",0,34.0764499,-118.125985,"6,037,481,606","6,037,481,606",17.3,"6,037,481,606",51685,960,6,37,481606,6037481606,4816.06,Census Tract 4816.06,G5020,S,"862,069",0,34.0764499,-118.125985,"6,037,481,610","6,037,481,610",17.3,"6,037,481,610","51,685"
6,37,533703,6037533703,533703,Census Tract 5337.03,G5020,S,"692,853","78,552",33.9836095,-118.1734078,"6,037,533,703","6,037,533,703",14.2,"6,037,533,703",41019,962,6,37,533703,6037533703,5337.03,Census Tract 5337.03,G5020,S,"692,853","78,552",33.9836095,-118.1734078,"6,037,533,700","6,037,533,700",14.2,"6,037,533,700","41,019"
6,37,224310,6037224310,224310,Census Tract 2243.10,G5020,S,"180,792",0,34.044384,-118.2827213,"6,037,224,310","6,037,224,310",45.3,"6,037,224,310",28710,963,6,37,224310,6037224310,2243.1,Census Tract 2243.10,G5020,S,"180,792",0,34.044384,-118.2827213,"6,037,224,310","6,037,224,310",45.3,"6,037,224,310","28,710"
6,37,113231,6037113231,113231,Census Tract 1132.31,G5020,S,"4,121,025","18,102",34.2266028,-118.6502378,"6,037,113,231","6,037,113,231",3.7,"6,037,113,231",96214,964,6,37,113231,6037113231,1132.31,Census Tract 1132.31,G5020,S,"4,121,025","18,102",34.2266028,-118.6502378,"6,037,113,230","6,037,113,230",3.7,"6,037,113,230","96,214"
6,37,408703,6037408703,408703,Census Tract 4087.03,G5020,S,"17,083,126",0,33.9591958,-117.8885574,"6,037,408,703","6,037,408,703",4.7,"6,037,408,703",105179,965,6,37,408703,6037408703,4087.03,Census Tract 4087.03,G5020,S,"17,083,126",0,33.9591958,-117.8885574,"6,037,408,700","6,037,408,700",4.7,"6,037,408,700","105,179"
6,37,300800,6037300800,300800,Census Tract 3008,G5020,S,"6,095,447","41,009",34.1845879,-118.220602,"6,037,300,800","6,037,300,800",12.2,"6,037,300,800",91017,966,6,37,300800,6037300800,3008,Census Tract 3008,G5020,S,"6,095,447","41,009",34.1845879,-118.220602,"6,037,300,800","6,037,300,800",12.2,"6,037,300,800","91,017"
6,37,500404,6037500404,500404,Census Tract 5004.04,G5020,S,"1,192,852",0,34.0139543,-118.0739967,"6,037,500,404","6,037,500,404",7.7,"6,037,500,404",78601,967,6,37,500404,6037500404,5004.04,Census Tract 5004.04,G5020,S,"1,192,852",0,34.0139543,-118.0739967,"6,037,500,400","6,037,500,400",7.7,"6,037,500,400","78,601"
6,37,501001,6037501001,501001,Census Tract 5010.01,G5020,S,"773,488","115,356",33.9910634,-118.0706567,"6,037,501,001","6,037,501,001",11.4,"6,037,501,001",69632,968,6,37,501001,6037501001,5010.01,Census Tract 5010.01,G5020,S,"773,488","115,356",33.9910634,-118.0706567,"6,037,501,000","6,037,501,000",11.4,"6,037,501,000","69,632"
6,37,501002,6037501002,501002,Census Tract 5010.02,G5020,S,"1,470,882",0,33.9822771,-118.0620458,"6,037,501,002","6,037,501,002",4.6,"6,037,501,002",86795,969,6,37,501002,6037501002,5010.02,Census Tract 5010.02,G5020,S,"1,470,882",0,33.9822771,-118.0620458,"6,037,501,000","6,037,501,000",4.6,"6,037,501,000","86,795"
6,37,300301,6037300301,300301,Census Tract 3003.01,G5020,S,"6,151,307","19,081",34.2511012,-118.2525977,"6,037,300,301","6,037,300,301",4.1,"6,037,300,301",104679,970,6,37,300301,6037300301,3003.01,Census Tract 3003.01,G5020,S,"6,151,307","19,081",34.2511012,-118.2525977,"6,037,300,300","6,037,300,300",4.1,"6,037,300,300","104,679"
6,37,301205,6037301205,301205,Census Tract 3012.05,G5020,S,"773,299",0,34.1684098,-118.2729275,"6,037,301,205","6,037,301,205",5.5,"6,037,301,205",106458,971,6,37,301205,6037301205,3012.05,Census Tract 3012.05,G5020,S,"773,299",0,34.1684098,-118.2729275,"6,037,301,210","6,037,301,210",5.5,"6,037,301,210","106,458"
6,37,134905,6037134905,134905,Census Tract 1349.05,G5020,S,"2,586,737",0,34.1833588,-118.5842954,"6,037,134,905","6,037,134,905",10.4,"6,037,134,905",76906,972,6,37,134905,6037134905,1349.05,Census Tract 1349.05,G5020,S,"2,586,737",0,34.1833588,-118.5842954,"6,037,134,910","6,037,134,910",10.4,"6,037,134,910","76,906"
6,37,143602,6037143602,143602,Census Tract 1436.02,G5020,S,"1,145,545","73,257",34.1450296,-118.3855058,"6,037,143,602","6,037,143,602",9.3,"6,037,143,602",72995,973,6,37,143602,6037143602,1436.02,Census Tract 1436.02,G5020,S,"1,145,545","73,257",34.1450296,-118.3855058,"6,037,143,600","6,037,143,600",9.3,"6,037,143,600","72,995"
6,37,430901,6037430901,430901,Census Tract 4309.01,G5020,S,"1,164,433",0,34.1416432,-118.0114568,"6,037,430,901","6,037,430,901",8.9,"6,037,430,901",60052,974,6,37,430901,6037430901,4309.01,Census Tract 4309.01,G5020,S,"1,164,433",0,34.1416432,-118.0114568,"6,037,430,900","6,037,430,900",8.9,"6,037,430,900","60,052"
6,37,186100,6037186100,186100,Census Tract 1861,G5020,S,"1,347,301",0,34.1284623,-118.2299818,"6,037,186,100","6,037,186,100",8,"6,037,186,100",85463,975,6,37,186100,6037186100,1861,Census Tract 1861,G5020,S,"1,347,301",0,34.1284623,-118.2299818,"6,037,186,100","6,037,186,100",8,"6,037,186,100","85,463"
6,37,301206,6037301206,301206,Census Tract 3012.06,G5020,S,"828,425",0,34.1631614,-118.2724011,"6,037,301,206","6,037,301,206",18.3,"6,037,301,206",55699,976,6,37,301206,6037301206,3012.06,Census Tract 3012.06,G5020,S,"828,425",0,34.1631614,-118.2724011,"6,037,301,210","6,037,301,210",18.3,"6,037,301,210","55,699"
6,37,542103,6037542103,542103,Census Tract 5421.03,G5020,S,"571,330",0,33.9012219,-118.196493,"6,037,542,103","6,037,542,103",26.4,"6,037,542,103",41823,977,6,37,542103,6037542103,5421.03,Census Tract 5421.03,G5020,S,"571,330",0,33.9012219,-118.196493,"6,037,542,100","6,037,542,100",26.4,"6,037,542,100","41,823"
6,37,543306,6037543306,543306,Census Tract 5433.06,G5020,S,"4,396,871","102,473",33.8346636,-118.242735,"6,037,543,306","6,037,543,306",4.1,"6,037,543,306",93040,978,6,37,543306,6037543306,5433.06,Census Tract 5433.06,G5020,S,"4,396,871","102,473",33.8346636,-118.242735,"6,037,543,310","6,037,543,310",4.1,"6,037,543,310","93,040"
6,37,576301,6037576301,576301,Census Tract 5763.01,G5020,S,"548,534",0,33.7789685,-118.1886964,"6,037,576,301","6,037,576,301",22.8,"6,037,576,301",32029,980,6,37,576301,6037576301,5763.01,Census Tract 5763.01,G5020,S,"548,534",0,33.7789685,-118.1886964,"6,037,576,300","6,037,576,300",22.8,"6,037,576,300","32,029"
6,37,293307,6037293307,293307,Census Tract 2933.07,G5020,S,"337,472",0,33.7873711,-118.3035313,"6,037,293,307","6,037,293,307",26.5,"6,037,293,307",47337,981,6,37,293307,6037293307,2933.07,Census Tract 2933.07,G5020,S,"337,472",0,33.7873711,-118.3035313,"6,037,293,310","6,037,293,310",26.5,"6,037,293,310","47,337"
6,37,576903,6037576903,576903,Census Tract 5769.03,G5020,S,"324,706",0,33.7807787,-118.1567668,"6,037,576,903","6,037,576,903",26.5,"6,037,576,903",40123,982,6,37,576903,6037576903,5769.03,Census Tract 5769.03,G5020,S,"324,706",0,33.7807787,-118.1567668,"6,037,576,900","6,037,576,900",26.5,"6,037,576,900","40,123"
6,37,577504,6037577504,577504,Census Tract 5775.04,G5020,S,"411,752","3,795,696",33.7396064,-118.1387839,"6,037,577,504","6,037,577,504",8.2,"6,037,577,504",92171,983,6,37,577504,6037577504,5775.04,Census Tract 5775.04,G5020,S,"411,752","3,795,696",33.7396064,-118.1387839,"6,037,577,500","6,037,577,500",8.2,"6,037,577,500","92,171"
6,37,502802,6037502802,502802,Census Tract 5028.02,G5020,S,"3,862,043","4,442",33.9335661,-118.0683234,"6,037,502,802","6,037,502,802",18.9,"6,037,502,802",38375,984,6,37,502802,6037502802,5028.02,Census Tract 5028.02,G5020,S,"3,862,043","4,442",33.9335661,-118.0683234,"6,037,502,800","6,037,502,800",18.9,"6,037,502,800","38,375"
6,37,900609,6037900609,900609,Census Tract 9006.09,G5020,S,"2,621,752",0,34.7040799,-118.0992696,"6,037,900,609","6,037,900,609",36.1,"6,037,900,609",43631,985,6,37,900609,6037900609,9006.09,Census Tract 9006.09,G5020,S,"2,621,752",0,34.7040799,-118.0992696,"6,037,900,610","6,037,900,610",36.1,"6,037,900,610","43,631"
6,37,533502,6037533502,533502,Census Tract 5335.02,G5020,S,"234,233",0,33.9850347,-118.1948545,"6,037,533,502","6,037,533,502",17.8,"6,037,533,502",41089,986,6,37,533502,6037533502,5335.02,Census Tract 5335.02,G5020,S,"234,233",0,33.9850347,-118.1948545,"6,037,533,500","6,037,533,500",17.8,"6,037,533,500","41,089"
6,37,402402,6037402402,402402,Census Tract 4024.02,G5020,S,"5,341,363","7,116",34.0546463,-117.7866816,"6,037,402,402","6,037,402,402",15.4,"6,037,402,402",55142,987,6,37,402402,6037402402,4024.02,Census Tract 4024.02,G5020,S,"5,341,363","7,116",34.0546463,-117.7866816,"6,037,402,400","6,037,402,400",15.4,"6,037,402,400","55,142"
6,37,209810,6037209810,209810,Census Tract 2098.10,G5020,S,"149,829",0,34.0491173,-118.2823449,"6,037,209,810","6,037,209,810",35.9,"6,037,209,810",30027,988,6,37,209810,6037209810,2098.1,Census Tract 2098.10,G5020,S,"149,829",0,34.0491173,-118.2823449,"6,037,209,810","6,037,209,810",35.9,"6,037,209,810","30,027"
6,37,901009,6037901009,901009,Census Tract 9010.09,G5020,S,"2,654,222",0,34.6821498,-118.1746568,"6,037,901,009","6,037,901,009",12.7,"6,037,901,009",62012,989,6,37,901009,6037901009,9010.09,Census Tract 9010.09,G5020,S,"2,654,222",0,34.6821498,-118.1746568,"6,037,901,010","6,037,901,010",12.7,"6,037,901,010","62,012"
6,37,117404,6037117404,117404,Census Tract 1174.04,G5020,S,"1,765,652",0,34.2284788,-118.479077,"6,037,117,404","6,037,117,404",14.6,"6,037,117,404",84554,990,6,37,117404,6037117404,1174.04,Census Tract 1174.04,G5020,S,"1,765,652",0,34.2284788,-118.479077,"6,037,117,400","6,037,117,400",14.6,"6,037,117,400","84,554"
6,37,901010,6037901010,901010,Census Tract 9010.10,G5020,S,"2,655,535",0,34.6674861,-118.1924401,"6,037,901,010","6,037,901,010",22.3,"6,037,901,010",52604,991,6,37,901010,6037901010,9010.1,Census Tract 9010.10,G5020,S,"2,655,535",0,34.6674861,-118.1924401,"6,037,901,010","6,037,901,010",22.3,"6,037,901,010","52,604"
6,37,123203,6037123203,123203,Census Tract 1232.03,G5020,S,"583,709","3,900",34.1967006,-118.3916113,"6,037,123,203","6,037,123,203",33.1,"6,037,123,203",36526,992,6,37,123203,6037123203,1232.03,Census Tract 1232.03,G5020,S,"583,709","3,900",34.1967006,-118.3916113,"6,037,123,200","6,037,123,200",33.1,"6,037,123,200","36,526"
6,37,901011,6037901011,901011,Census Tract 9010.11,G5020,S,"2,669,163","2,720",34.6708476,-118.1722433,"6,037,901,011","6,037,901,011",13.3,"6,037,901,011",60815,993,6,37,901011,6037901011,9010.11,Census Tract 9010.11,G5020,S,"2,669,163","2,720",34.6708476,-118.1722433,"6,037,901,010","6,037,901,010",13.3,"6,037,901,010","60,815"
6,37,550000,6037550000,550000,Census Tract 5500,G5020,S,"780,448",0,33.9239459,-118.0671761,"6,037,550,000","6,037,550,000",60,"6,037,550,000",77500,994,6,37,550000,6037550000,5500,Census Tract 5500,G5020,S,"780,448",0,33.9239459,-118.0671761,"6,037,550,000","6,037,550,000",60,"6,037,550,000","77,500"
6,37,910504,6037910504,910504,Census Tract 9105.04,G5020,S,"1,589,442",0,34.5690669,-118.1046034,"6,037,910,504","6,037,910,504",31.1,"6,037,910,504",43125,995,6,37,910504,6037910504,9105.04,Census Tract 9105.04,G5020,S,"1,589,442",0,34.5690669,-118.1046034,"6,037,910,500","6,037,910,500",31.1,"6,037,910,500","43,125"
6,37,237600,6037237600,237600,Census Tract 2376,G5020,S,"503,742",0,33.9785135,-118.2838719,"6,037,237,600","6,037,237,600",24.9,"6,037,237,600",37841,996,6,37,237600,6037237600,2376,Census Tract 2376,G5020,S,"503,742",0,33.9785135,-118.2838719,"6,037,237,600","6,037,237,600",24.9,"6,037,237,600","37,841"
6,37,204410,6037204410,204410,Census Tract 2044.10,G5020,S,"296,877",0,34.0461881,-118.2152707,"6,037,204,410","6,037,204,410",44.4,"6,037,204,410",32419,997,6,37,204410,6037204410,2044.1,Census Tract 2044.10,G5020,S,"296,877",0,34.0461881,-118.2152707,"6,037,204,410","6,037,204,410",44.4,"6,037,204,410","32,419"
6,37,800328,6037800328,800328,Census Tract 8003.28,G5020,S,"9,811,384",0,34.1532546,-118.717277,"6,037,800,328","6,037,800,328",11.9,"6,037,800,328",99728,998,6,37,800328,6037800328,8003.28,Census Tract 8003.28,G5020,S,"9,811,384",0,34.1532546,-118.717277,"6,037,800,330","6,037,800,330",11.9,"6,037,800,330","99,728"
6,37,296220,6037296220,296220,Census Tract 2962.20,G5020,S,"536,366",0,33.7410279,-118.2837798,"6,037,296,220","6,037,296,220",43.6,"6,037,296,220",26512,999,6,37,296220,6037296220,2962.2,Census Tract 2962.20,G5020,S,"536,366",0,33.7410279,-118.2837798,"6,037,296,220","6,037,296,220",43.6,"6,037,296,220","26,512"
